%
% index = 570, name = bbob_f013_i02_d02__bbob_f020_i04_d02
% instance = 1, reference value = 9.042260412314840e-01
% function evaluation | indicator value | target hit
1	3.843078786913952e-01	3.890451449942806e-01
4	1.818034938794173e-01	1.819700858609984e-01
25	1.748437660306648e-01	1.778279410038923e-01
41	1.676309586102573e-01	1.698243652461744e-01
203	1.653313142698801e-01	1.659586907437560e-01
207	1.620225974237247e-01	1.621810097358930e-01
208	1.573740248133729e-01	1.584893192461113e-01
5101	1.568860004343987e-01	1.584893192461113e-01
%
% index = 571, name = bbob_f013_i03_d02__bbob_f020_i05_d02
% instance = 2, reference value = 9.836377777213700e-01
% function evaluation | indicator value | target hit
1	7.395627599071683e+00	7.413102413009175e+00
7	3.663930323222950e+00	3.715352290971725e+00
50	2.520741282256370e+00	2.570395782768863e+00
68	1.199098865786629e+00	1.202264434617413e+00
185	6.768563278508803e-01	6.918309709189365e-01
302	6.757402761275648e-01	6.760829753919817e-01
5101	6.757073233857630e-01	6.760829753919817e-01
%
% index = 572, name = bbob_f013_i07_d02__bbob_f020_i08_d02
% instance = 3, reference value = 9.792013511605400e-01
% function evaluation | indicator value | target hit
1	7.278239824024112e+01	7.413102413009177e+01
15	1.174498451418950e+01	1.174897554939530e+01
32	1.545277312048540e+00	1.548816618912481e+00
75	6.385154040502664e-01	6.456542290346555e-01
140	5.584217299263998e-01	5.623413251903491e-01
203	5.432569984307540e-01	5.495408738576245e-01
204	5.073323285114058e-01	5.128613839913648e-01
306	5.003870103986707e-01	5.011872336272722e-01
5101	5.003267708480650e-01	5.011872336272722e-01
%
% index = 573, name = bbob_f013_i09_d02__bbob_f020_i10_d02
% instance = 4, reference value = 9.783077127310350e-01
% function evaluation | indicator value | target hit
1	9.251700777653808e+01	9.332543007969910e+01
34	6.941516901239504e-01	7.079457843841379e-01
86	1.154115928088687e-01	1.174897554939529e-01
114	1.090424827385802e-01	1.096478196143185e-01
202	9.142538497853769e-02	9.332543007969910e-02
203	8.168282205235011e-02	8.317637711026708e-02
303	7.996385160265451e-02	8.128305161640990e-02
5101	7.975722054814383e-02	8.128305161640990e-02
%
% index = 574, name = bbob_f013_i11_d02__bbob_f020_i12_d02
% instance = 5, reference value = 9.862756188895400e-01
% function evaluation | indicator value | target hit
1	6.672934684702386e-01	6.760829753919817e-01
8	4.835970110749499e-01	4.897788193684462e-01
31	3.214653451023908e-01	3.235936569296283e-01
83	2.409669368089894e-01	2.454708915685030e-01
98	2.249359259399789e-01	2.290867652767773e-01
108	2.092193097157434e-01	2.137962089502232e-01
130	1.687659255786472e-01	1.698243652461744e-01
198	1.096583864185537e-01	1.122018454301964e-01
202	1.060312556831640e-01	1.071519305237607e-01
203	1.029008595233435e-01	1.047128548050900e-01
204	1.022840877604310e-01	1.023292992280754e-01
5101	1.018234192776220e-01	1.023292992280754e-01
%
% index = 575, name = bbob_f013_i13_d02__bbob_f020_i14_d02
% instance = 6, reference value = 9.969527301311100e-01
% function evaluation | indicator value | target hit
1	6.480612418889728e-01	6.606934480075960e-01
34	5.096729989548717e-01	5.128613839913648e-01
36	3.560302784444138e-01	3.630780547701014e-01
59	3.518230999247628e-01	3.548133892335755e-01
69	3.148510741828318e-01	3.162277660168379e-01
79	1.577726358421772e-01	1.584893192461113e-01
82	1.384203727082752e-01	1.412537544622754e-01
84	1.336899610085845e-01	1.348962882591654e-01
127	1.299053172386244e-01	1.318256738556407e-01
136	1.263233215024518e-01	1.288249551693134e-01
147	8.706929976713185e-02	8.709635899560805e-02
165	7.199466118773268e-02	7.244359600749903e-02
169	5.286991069138147e-02	5.370317963702527e-02
186	4.633066550448572e-02	4.677351412871981e-02
204	3.424131046530321e-02	3.467368504525317e-02
205	3.001257454036932e-02	3.019951720402016e-02
5101	2.998148354427033e-02	3.019951720402016e-02
%
% index = 576, name = bbob_f013_i15_d02__bbob_f020_i16_d02
% instance = 7, reference value = 9.455489669857670e-01
% function evaluation | indicator value | target hit
1	1.129683853568267e+00	1.148153621496883e+00
6	7.337737764785922e-01	7.413102413009175e-01
9	6.021842237448131e-01	6.025595860743578e-01
14	4.707716777489899e-01	4.786300923226383e-01
31	4.396477414940790e-01	4.466835921509631e-01
43	4.308835261759074e-01	4.365158322401660e-01
82	2.366658417738802e-01	2.398832919019490e-01
92	2.132663826473170e-01	2.137962089502232e-01
105	1.826712370424581e-01	1.862087136662867e-01
109	1.779541830244007e-01	1.819700858609984e-01
119	1.769006874641277e-01	1.778279410038923e-01
157	1.365764616511047e-01	1.380384264602885e-01
172	1.332269176512955e-01	1.348962882591654e-01
202	1.272238195328843e-01	1.288249551693134e-01
204	1.223016465627541e-01	1.230268770812381e-01
205	1.200369297974313e-01	1.202264434617413e-01
5101	1.183306086566900e-01	1.202264434617413e-01
%
% index = 577, name = bbob_f013_i17_d02__bbob_f020_i18_d02
% instance = 8, reference value = 7.845354952006570e-01
% function evaluation | indicator value | target hit
1	1.040841490467052e+03	1.047128548050900e+03
11	5.791279993406082e+02	5.888436553555890e+02
22	1.403252160050245e+02	1.412537544622754e+02
29	4.581070187289966e+01	4.677351412871981e+01
36	1.942508913626157e+00	1.949844599758045e+00
123	3.330840750632390e-01	3.388441561392025e-01
302	3.257810749422377e-01	3.311311214825911e-01
5101	3.256297454153718e-01	3.311311214825911e-01
%
% index = 578, name = bbob_f013_i19_d02__bbob_f020_i21_d02
% instance = 9, reference value = 9.956384335621370e-01
% function evaluation | indicator value | target hit
1	3.426266909637744e-01	3.467368504525316e-01
14	3.219327643180945e-01	3.235936569296283e-01
