%
% index = 1035, name = bbob_f002_i02_d03__bbob_f014_i04_d03
% instance = 1, reference value = 9.287634860903700e-01
% function evaluation | indicator value | target hit
1	5.860316869229245e-01	5.888436553555889e-01
5101	5.807823177096152e-01	5.888436553555889e-01
%
% index = 1036, name = bbob_f002_i03_d03__bbob_f014_i05_d03
% instance = 2, reference value = 9.544223224160830e-01
% function evaluation | indicator value | target hit
1	2.050436878902083e+00	2.089296130854040e+00
3	1.160334737108083e+00	1.174897554939530e+00
16	8.768642269346663e-01	8.912509381337456e-01
46	8.176994997269167e-01	8.317637711026710e-01
85	8.083452536269444e-01	8.128305161640993e-01
188	5.739113162379277e-01	5.754399373371569e-01
5101	5.679439465606804e-01	5.754399373371569e-01
%
% index = 1037, name = bbob_f002_i07_d03__bbob_f014_i08_d03
% instance = 3, reference value = 9.940364289058869e-01
% function evaluation | indicator value | target hit
1	8.767139964347882e-01	8.912509381337456e-01
12	1.251167916849252e-01	1.258925411794167e-01
138	1.027525697581725e-01	1.047128548050900e-01
206	9.371328125419753e-02	9.549925860214359e-02
207	9.077191472591495e-02	9.120108393559097e-02
5101	9.070243985263360e-02	9.120108393559097e-02
%
% index = 1038, name = bbob_f002_i09_d03__bbob_f014_i10_d03
% instance = 4, reference value = 9.750149148602540e-01
% function evaluation | indicator value | target hit
1	3.994557465194216e-01	4.073802778041127e-01
3	1.022151394678297e-01	1.023292992280754e-01
13	4.702499363239543e-02	4.786300923226382e-02
100	4.627524940598260e-02	4.677351412871981e-02
132	4.313549441708908e-02	4.365158322401658e-02
158	4.014331397455906e-02	4.073802778041128e-02
5101	3.998794483029799e-02	4.073802778041128e-02
%
% index = 1039, name = bbob_f002_i11_d03__bbob_f014_i12_d03
% instance = 5, reference value = 9.325534068581400e-01
% function evaluation | indicator value | target hit
1	2.280236862872875e-01	2.290867652767773e-01
90	2.115602024407451e-01	2.137962089502232e-01
91	2.075685427442090e-01	2.089296130854039e-01
142	1.604796587002396e-01	1.621810097358930e-01
173	1.315936457524105e-01	1.318256738556407e-01
5101	1.308952724455932e-01	1.318256738556407e-01
%
% index = 1040, name = bbob_f002_i13_d03__bbob_f014_i14_d03
% instance = 6, reference value = 9.554155070032730e-01
% function evaluation | indicator value | target hit
1	4.315148531802716e-01	4.365158322401660e-01
10	1.300433453721299e-01	1.318256738556407e-01
203	1.172066163031849e-01	1.174897554939529e-01
5101	1.172061412038593e-01	1.174897554939529e-01
%
% index = 1041, name = bbob_f002_i15_d03__bbob_f014_i16_d03
% instance = 7, reference value = 9.045758311504730e-01
% function evaluation | indicator value | target hit
1	8.917769045164562e+00	9.120108393559097e+00
8	3.272410431809179e+00	3.311311214825911e+00
29	1.934890272584482e+00	1.949844599758045e+00
57	1.786804386091149e+00	1.819700858609983e+00
97	1.610116708556973e+00	1.621810097358930e+00
121	1.560803992550332e+00	1.584893192461114e+00
140	1.490179637833973e+00	1.513561248436208e+00
202	1.466420162410473e+00	1.479108388168207e+00
5101	1.466420162398973e+00	1.479108388168207e+00
%
% index = 1042, name = bbob_f002_i17_d03__bbob_f014_i18_d03
% instance = 8, reference value = 8.867131978323390e-01
% function evaluation | indicator value | target hit
1	3.304644203833718e-01	3.311311214825911e-01
13	2.672246899062998e-01	2.691534803926916e-01
5101	2.653239528571899e-01	2.691534803926916e-01
%
% index = 1043, name = bbob_f002_i19_d03__bbob_f014_i21_d03
% instance = 9, reference value = 9.887588827165270e-01
% function evaluation | indicator value | target hit
1	1.374135154667664e+01	1.380384264602885e+01
23	4.775845832498347e+00	4.786300923226384e+00
60	3.556079549330086e+00	3.630780547701014e+00
69	2.228208631381527e+00	2.238721138568339e+00
5101	2.228205510455027e+00	2.238721138568339e+00
%
% index = 1044, name = bbob_f002_i21_d03__bbob_f014_i22_d03
% instance = 10, reference value = 7.603691486621530e-01
% function evaluation | indicator value | target hit
1	4.557466241573256e-01	4.570881896148750e-01
156	3.434489596764216e-01	3.467368504525316e-01
5101	3.432157304352689e-01	3.467368504525316e-01
%
% index = 1045, name = bbob_f002_i23_d03__bbob_f014_i24_d03
% instance = 11, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	4.940747692340783e-01	5.011872336272722e-01
17	4.407490372031727e-01	4.466835921509631e-01
62	3.837859867538862e-01	3.890451449942806e-01
64	2.810399480722774e-01	2.818382931264454e-01
75	1.974597516920528e-01	1.995262314968880e-01
94	1.922584088589168e-01	1.949844599758045e-01
107	1.833801306161231e-01	1.862087136662867e-01
113	1.350546992854810e-01	1.380384264602885e-01
203	1.347320142021217e-01	1.348962882591654e-01
5101	1.322871865114351e-01	1.348962882591654e-01
%
% index = 1046, name = bbob_f002_i25_d03__bbob_f014_i26_d03
% instance = 12, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	1.355465214426000e+00	1.380384264602885e+00
4	7.726268698660551e-01	7.762471166286917e-01
6	5.292951812182140e-01	5.370317963702527e-01
22	1.645162283277385e-01	1.659586907437560e-01
56	1.510168895105545e-01	1.513561248436208e-01
77	1.377172314257379e-01	1.380384264602885e-01
91	1.291982178387078e-01	1.318256738556407e-01
171	1.234480626564755e-01	1.258925411794167e-01
206	1.199586328636261e-01	1.202264434617413e-01
208	1.169947720628794e-01	1.174897554939529e-01
5101	1.166446456502365e-01	1.174897554939529e-01
%
% index = 1047, name = bbob_f002_i27_d03__bbob_f014_i28_d03
% instance = 13, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	6.285667075342620e-01	6.309573444801932e-01
64	5.406504659643140e-01	5.495408738576245e-01
