%
% index = 1680, name = bbob_f001_i02_d05__bbob_f006_i04_d05
% instance = 1, reference value = 8.467558214750009e-01
% function evaluation | indicator value | target hit
1	1.068776594356525e+00	1.071519305237606e+00
52	7.947556655891340e-01	8.128305161640993e-01
74	4.821453777018693e-01	4.897788193684462e-01
204	4.746619083324266e-01	4.786300923226383e-01
5101	4.745754007582825e-01	4.786300923226383e-01
%
% index = 1681, name = bbob_f001_i03_d05__bbob_f006_i05_d05
% instance = 2, reference value = 9.616755474772180e-01
% function evaluation | indicator value | target hit
1	2.168076750874718e+00	2.187761623949553e+00
4	1.565751335000718e+00	1.584893192461114e+00
5	1.120925474750718e+00	1.122018454301963e+00
11	9.458661662409332e-01	9.549925860214360e-01
168	4.455547515078268e-01	4.466835921509631e-01
5101	4.455361127728719e-01	4.466835921509631e-01
%
% index = 1682, name = bbob_f001_i07_d05__bbob_f006_i08_d05
% instance = 3, reference value = 8.368765342623020e-01
% function evaluation | indicator value | target hit
1	4.668233601078802e+00	4.677351412871983e+00
8	4.492396028764899e+00	4.570881896148751e+00
9	3.380910550208281e+00	3.388441561392026e+00
22	1.335343742839494e+00	1.348962882591654e+00
5101	1.334250433124736e+00	1.348962882591654e+00
%
% index = 1683, name = bbob_f001_i09_d05__bbob_f006_i10_d05
% instance = 4, reference value = 8.329792263658889e-01
% function evaluation | indicator value | target hit
1	7.748298331066237e-01	7.762471166286917e-01
5101	7.748298331066237e-01	7.762471166286917e-01
%
% index = 1684, name = bbob_f001_i11_d05__bbob_f006_i12_d05
% instance = 5, reference value = 9.592771211978340e-01
% function evaluation | indicator value | target hit
1	9.148094032181221e-01	9.332543007969910e-01
5101	9.148094032181221e-01	9.332543007969910e-01
%
% index = 1685, name = bbob_f001_i13_d05__bbob_f006_i14_d05
% instance = 6, reference value = 9.705273371807080e-01
% function evaluation | indicator value | target hit
1	9.208947609517912e-01	9.332543007969910e-01
68	6.138636913065267e-01	6.165950018614822e-01
5101	6.136114299460429e-01	6.165950018614822e-01
%
% index = 1686, name = bbob_f001_i15_d05__bbob_f006_i16_d05
% instance = 7, reference value = 9.039124291655810e-01
% function evaluation | indicator value | target hit
1	5.944385962520117e-01	6.025595860743578e-01
99	5.334289995567810e-01	5.370317963702527e-01
200	5.192265230189950e-01	5.248074602497725e-01
5101	5.182812422628628e-01	5.248074602497725e-01
%
% index = 1687, name = bbob_f001_i17_d05__bbob_f006_i18_d05
% instance = 8, reference value = 9.226453547266110e-01
% function evaluation | indicator value | target hit
1	6.678121692361805e-01	6.760829753919817e-01
38	6.134728963087148e-01	6.165950018614822e-01
54	5.262682483627494e-01	5.370317963702527e-01
71	4.119109123183725e-01	4.168693834703354e-01
101	3.999171458193168e-01	4.073802778041127e-01
202	3.964519390867886e-01	3.981071705534972e-01
204	3.870998061462101e-01	3.890451449942806e-01
5101	3.869021859227398e-01	3.890451449942806e-01
%
% index = 1688, name = bbob_f001_i19_d05__bbob_f006_i21_d05
% instance = 9, reference value = 8.527706228281769e-01
% function evaluation | indicator value | target hit
1	5.457980026725786e-01	5.495408738576245e-01
5101	5.457980026725786e-01	5.495408738576245e-01
%
% index = 1689, name = bbob_f001_i21_d05__bbob_f006_i22_d05
% instance = 10, reference value = 8.723399182735720e-01
% function evaluation | indicator value | target hit
1	7.290436057832590e-01	7.413102413009175e-01
166	5.020824789584233e-01	5.128613839913648e-01
204	4.552180717195507e-01	4.570881896148750e-01
5101	4.535266570228471e-01	4.570881896148750e-01
%
% index = 1690, name = bbob_f001_i23_d05__bbob_f006_i24_d05
% instance = 11, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	6.029662071593542e-01	6.165950018614822e-01
172	4.851428347032344e-01	4.897788193684462e-01
5101	4.819287972826624e-01	4.897788193684462e-01
%
% index = 1691, name = bbob_f001_i25_d05__bbob_f006_i26_d05
% instance = 12, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	2.275369850292000e+00	2.290867652767773e+00
110	6.359784610992032e-01	6.456542290346555e-01
203	6.119684579060565e-01	6.165950018614822e-01
5101	6.116655296262028e-01	6.165950018614822e-01
%
% index = 1692, name = bbob_f001_i27_d05__bbob_f006_i28_d05
% instance = 13, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	5.235810875819353e-01	5.248074602497725e-01
5101	5.235810875819353e-01	5.248074602497725e-01
%
% index = 1693, name = bbob_f001_i29_d05__bbob_f006_i30_d05
% instance = 14, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	5.031186302392054e-01	5.128613839913648e-01
5101	5.031186302392054e-01	5.128613839913648e-01
%
% index = 1694, name = bbob_f001_i31_d05__bbob_f006_i34_d05
% instance = 15, reference value = 1.000000000000000e+00
% function evaluation | indicator value | target hit
1	4.342243476896903e+00	4.365158322401660e+00
41	3.550308133057976e+00	3.630780547701014e+00
207	3.360197285644250e+00	3.388441561392026e+00
5101	3.350536949931552e+00	3.388441561392026e+00
